"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"184876","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证批量弹窗提示文案正确引导用户使用单表申请列级权限","同 TC-REQ-11","1. 进入【数据地图】，勾选 2 条数据表，点击【批量申请权限】，等待操作完成
2. 查看弹窗顶部 Info 提示","1. 弹窗弹出
2. 提示包含「请针对具体表进行权限申请」，指引用户通过单表申请列级权限","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","不二","2026-04-27","","0000-00-00","1","",""
"184875","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证批量申请弹窗提交表级权限成功且请求不含列级/行级字段","当前账号已登录；数据地图列表存在至少 2 条可选数据表（orders、product_info）","1. 进入【数据地图】，勾选 orders 和 product_info，点击【批量申请权限】，等待操作完成
2. 填写：
- 权限类型：勾选 DQL
- 有效期：选择「永久」
- 申请原因：输入「自动化测试批量申请-表级权限」
3. 打开浏览器开发者工具网络面板，点击【提交】按钮，等待操作完成","1. 弹窗弹出
2. 各字段均可正常填写
3. 提交成功；请求体不含行级权限字段，不含列级权限字段（columnPermission 等）","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","1","3","通过","不二","2026-04-27","","0000-00-00","1","",""
"184874","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证批量申请弹窗中不含列级权限配置入口","同 TC-REQ-09","1. 进入【数据地图】，勾选 2 条数据表，点击【批量申请权限】，等待操作完成
2. 检查弹窗中是否存在列级权限配置入口","1. 弹窗弹出
2. 不展示列权限 TagSelect；不展示「配置列级权限」按钮；批量申请仅支持表级权限及以上","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","不二","2026-04-27","","0000-00-00","1","",""
"184873","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证批量申请弹窗中不含任何行级权限入口","当前账号已登录；数据地图列表存在至少 2 条可选数据表","1. 进入【数据地图】，勾选 2 条数据表，点击【批量申请权限】，等待操作完成
2. 逐项检查弹窗中所有可见控件以及按钮和文案的内容","1. 弹窗弹出
2. 不存在任何「行级权限」字样；不存在行级权限 Radio 按钮组；不存在「配置行级权限」链接或按钮","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","不二","2026-04-27","","0000-00-00","1","",""
"184872","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证批量申请弹窗顶部新提示文案为 PRD 规定内容且为整段替换","同 TC-REQ-07","1. 进入【数据地图】，勾选 2 条数据表，点击【批量申请权限】，等待操作完成
2. 查看弹窗顶部蓝色 Info 提示，核对文案","1. 弹窗弹出
2. 提示文案完整显示为：「若想申请表的列级权限，请针对具体表进行权限申请，批量操作不支持列级权限的申请」；不出现「行级权限」字样；旧文案不残留","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","不二","2026-04-27","","0000-00-00","1","",""
"184871","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证勾选 2 条数据表后批量申请弹窗正常打开","当前账号已登录；数据地图列表存在至少 2 条可选数据表","1. 进入【数据地图】页面，勾选列表中 2 条数据表（如 orders 和 user_info），等待页面加载完成
2. 点击【批量申请权限】按钮，等待操作完成","1. 2 条记录被勾选；【批量申请权限】按钮变为可点击状态
2. 批量权限申请弹窗正常弹出","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","不二","2026-04-27","","0000-00-00","1","",""
"184870","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证单表申请弹窗必填字段校验无回归","当前账号已登录；数据地图中存在可申请的数据表","1. 进入【数据地图】页面，选中任意数据表，点击【申请权限】按钮，等待页面加载完成
2. 不填写任何字段，直接点击【提交】按钮，等待操作完成","1. 弹窗弹出
2. 前端校验拦截；显示必填字段校验提示；弹窗不关闭；请求未发出","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","不二","2026-04-27","","0000-00-00","1","",""
"184869","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证单表申请提交时行级字段为空不阻塞提交流程","当前账号已登录；数据地图存在可申请的数据表 user_info","1. 进入【数据地图】页面，选中 user_info，点击【申请权限】按钮，等待页面加载完成
2. 填写：
- 表级权限：勾选 DQL
- 列权限：不选择任何列
- 有效期：选择「2026-12-31」
- 申请原因：输入「测试行级为空场景」
3. 点击【提交】按钮，等待操作完成","1. 弹窗弹出；无行级权限输入项
2. 弹窗不因行级字段缺失而报错
3. 提交流程正常；无「行级权限参数缺失」类报错","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","0","3","","不二","2026-04-27","","0000-00-00","1","",""
"184868","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证 DML/DDL 等其余权限类型同步隐藏行级权限控件","当前账号已登录；数据地图存在支持 DML/DDL 权限申请的数据表","1. 进入【数据地图】页面，选中支持 DML 权限的数据表，点击【申请权限】按钮，等待页面加载完成
2. 切换到 DML 权限类型区块
3. 切换到 DDL 权限类型区块","1. 单表权限申请弹窗弹出
2. DML 区块标题不含「行列级」字样；不展示行级权限 Radio 组；不展示「已经拥有的行级权限」只读行
3. DDL 区块同样不含「行列级」字样；不展示行级权限控件","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","0","3","","不二","2026-04-27","","0000-00-00","1","",""
"184867","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证单表申请完整提交流程无回归且后台请求不含行级权限字段","当前账号已登录；数据地图存在可申请的数据表 orders","1. 进入【元数据 → 数据地图】页面，选中数据表 orders，点击【申请权限】按钮，等待页面加载完成
2. 填写：
- 表级权限：勾选 DQL
- 列权限：选择 store_id、order_price
- 有效期：选择「永久」
- 申请原因：输入「自动化测试申请-单表列权限」
3. 打开浏览器开发者工具网络面板，点击【提交】按钮，等待操作完成","1. 单表权限申请弹窗弹出
2. 各字段均可正常填写；弹窗中不出现行级权限输入项
3. 弹窗关闭，提交成功；网络请求体中不含行级权限字段（rowPermission、row_permission 等）；列权限字段值为「store_id,order_price」","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","0","3","","不二","2026-04-27","","0000-00-00","1","",""
"184866","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证单表申请弹窗列权限 TagSelect 功能无回归","当前账号已登录；数据地图中存在含多列（store_id、s_city、order_price）的数据表","1. 进入【元数据 → 数据地图】页面，选中含多列数据表，点击【申请权限】按钮，等待页面加载完成
2. 点击 TagSelect 展开列名下拉。等待下拉展开后勾选 store_id 列；继续勾选 s_city 列；继续勾选 order_price 列
3. 点击 s_city 标签的删除图标","1. 弹窗弹出；列权限 TagSelect 控件可见
2. 三列均可被选中；已选列以标签形式展示
3. s_city 标签从 TagSelect 中移除；store_id 和 order_price 标签保留","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","0","3","","不二","2026-04-27","","0000-00-00","1","",""
"184865","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证单表申请弹窗区块标题改名及行级权限控件全部隐藏","当前账号已登录；数据地图中存在至少一张可供申请的数据表","1. 进入【元数据 → 数据地图】页面，选中任意一张数据表，点击【申请权限】按钮，等待页面加载完成
2. 查看 DQL 权限区块的标题文案
3. 检查弹窗中是否存在「行级权限」单选按钮组
4. 检查弹窗中是否存在「已经拥有的行级权限」只读展示行","1. 单表权限申请弹窗正常弹出
2. 区块标题显示为「DQL(查询表记录)列级权限配置」；不出现「行列级权限配置」字样
3. 弹窗中不展示「行级权限」单选按钮组；「全部」和「部分」选项均不可见
4. 不展示「已经拥有的行级权限」只读信息行","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","0","4","","不二","2026-04-27","","0000-00-00","1","",""
"184864","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证含历史行级权限值的权限回收记录在审批详情面板中行级权限列不渲染","数据库中已存在一条权限回收记录，历史数据中行级权限列有值（如 `(s_city = &#039;1&#039;)`），且包含列级权限数据（列权限 s_city, order_price）","1. 进入【权限回收】页面，等待页面加载完成
2. 找到历史含行级权限配置的记录，点击该记录
3. 观察权限详情表格的列结构及数据","1. 列表正常展示，包含历史含行级权限值的记录
2. 审批详情面板打开
3. 1) 表格中不存在「行级权限」列；2) 历史行级权限值（如 `(s_city = '1')`）未在面板任何位置渲染；3) 「列级权限」列正常显示 s_city, order_price","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","0","3","","不二","2026-04-27","","0000-00-00","1","",""
"184863","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证权限回收审批详情面板仅展示「表权限」「列级权限」两列且数据展示无回归","【权限回收】列表中已存在至少一条权限回收记录（含表权限和列级权限数据，列权限值 store_id）","1. 进入【数据安全 → 数据权限管理 → 权限回收】页面，等待页面加载完成
2. 点击列表第一条记录
3. 观察权限详情表格的所有列标题
4. 检查「表权限」列和「列级权限」列的数据内容","1. 列表正常展示
2. 审批详情面板打开；显示权限详情表格
3. 表格仅显示「表权限」和「列级权限」两列；不存在「行级权限」列
4. 「表权限」列正常显示权限类型（如 DQL）；「列级权限」列正常显示列名 store_id；两列数据格式无错乱","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","0","4","","不二","2026-04-27","","0000-00-00","1","",""
"184862","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证历史含行级权限配置的策略在权限分配详情面板中行级权限数据不渲染且列级权限正常展示","数据库中已存在一条权限策略，历史上同时配置了行级权限数据（如 `(s_city = &#039;1&#039;)`）和列级权限（列权限 store_id, order_price）","1. 进入【权限分配】页面，等待页面加载完成
2. 点击关联历史行级权限策略的数据源记录
3. 观察详情面板权限子表的列结构及数据内容","1. 列表正常展示，包含关联历史行级权限策略的数据源记录
2. 详情面板打开；显示该策略的权限配置信息
3. 1) 子表中不存在「行级权限」列；2) 历史行级权限值未在面板任何位置展示；3) 「列权限」列正常显示「store_id, order_price」","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","0","3","","不二","2026-04-27","","0000-00-00","1","",""
"184861","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证权限分配详情面板顶部信息项「行列级权限配置」标签已改为「列级权限配置」","同 TC-SEC-09","1. 进入【权限分配】页面，等待页面加载完成
2. 点击已开启列级权限配置的数据源记录
3. 查找面板顶部信息项中列级权限的信息项标签","1. 列表正常展示
2. 详情面板打开，顶部展示策略基本信息项
3. 信息项标签显示「列级权限配置」并带状态值「开启」；不存在「行列级权限配置」标签","1. 
2. 
3.","","3","功能测试","功能测试阶段","正常","0","0","3","","不二","2026-04-27","","0000-00-00","1","",""
"184860","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证权限分配详情面板区块标题已改名为「列级权限配置」且「行级权限」列已隐藏","权限分配列表中已存在至少一条数据源记录，已开启列级权限配置（含列权限 store_id）","1. 进入【数据安全 → 数据权限管理 → 权限分配】页面，等待页面加载完成
2. 点击列表第一条数据源记录，等待右侧详情面板展开
3. 观察面板中权限子表上方的区块标题
4. 观察权限子表的所有列标题","1. 列表正常展示
2. 详情面板打开；显示策略基本信息
3. 区块标题显示「列级权限配置」；不存在「行列级权限配置」字样
4. 子表仅显示「数据库」「数据表」「列权限」三列；不存在「行级权限」列","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","0","4","","不二","2026-04-27","","0000-00-00","1","",""
"184859","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证编辑含历史行级权限配置的存量策略时行级权限数据不渲染且列级权限正常加载","数据库中已存在一条权限策略记录，该策略历史上已配置行级权限数据（如 `(s_city = &#039;1&#039;)`）且同时包含列级权限配置（列权限 store_id）","1. 进入【数据安全 → 数据权限管理】页面，等待页面加载完成
2. 找到含历史行级权限配置的策略，点击【编辑】按钮，等待操作完成
3. 观察「列级权限配置」子表的列标题和行数据
4. 检查已存在的列级权限配置行（列权限 store_id）
5. 通过【配置列级权限】弹窗追加列「s_city」，点击【保存】按钮，等待操作完成","1. 策略列表正常展示，包含预置的含历史行级权限配置的策略记录
2. 编辑页面打开；「是否开启列级权限配置」开关已处于开启状态
3. 子表表头仅显示「数据库」「数据表」「列权限」「操作」四列；历史行级权限数据（如 `(s_city = '1')`）未在页面任何位置渲染
4. 列级权限配置行正常显示，数据加载完整无缺失
5. 提示「保存成功」；全程未出现行级权限控件","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","0","5","","不二","2026-04-27","","0000-00-00","1","",""
"184858","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证列级权限配置行的「删除」按钮功能可正常删除配置行","已进入新增权限策略页面；子表中已存在至少一条配置行（数据库 db_test，数据表 table_order，列权限 store_id）","1. 进入页面并新增一条完整的列级权限配置行
2. 点击该行操作列中的【删除】按钮","1. 子表中存在一条配置行，记录数为 1
2. 该配置行从子表中消失；子表变为空态或提示「暂无数据」","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","不二","2026-04-27","","0000-00-00","1","",""
"184857","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证「配置列级权限」弹窗可正常打开并保存列选择结果","同 TC-SEC-05，已新增一条列级权限配置行（数据库 db_test，数据表 table_order）","1. 进入新增权限策略页面，开启开关，新增配置行并选择数据库和数据表
2. 点击【配置列级权限】按钮，等待操作完成
3. 勾选「order_price」，点击【确定】按钮，等待操作完成
4. 再次点击【配置列级权限】按钮，等待操作完成","1. 【配置列级权限】按钮可点击
2. 弹窗打开；显示列列表包含 store_id、s_city、order_price
3. 弹窗关闭；子表该行「列权限」列显示「order_price」
4. 弹窗打开；「order_price」已处于勾选状态（回显已保存的列选择）","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","0","4","","不二","2026-04-27","","0000-00-00","1","",""
"184856","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证开启列级权限配置开关后可正常新增/编辑列级权限行并保存成功","使用 admin 账号登录系统；系统中已存在 Doris 数据源、数据库 db_test 及数据表 table_order（含列 store_id、s_city、order_price）","1. 进入【数据安全 → 数据权限管理】页面，点击【新增权限策略】按钮，等待页面加载完成
2. 填写策略基本信息：
- *策略名称: 列级测试策略2026
- 描述: 无
3. 开启「是否开启列级权限配置」开关，点击子表【新增】按钮
4. 填写：
- *数据库: db_test
- *数据表: table_order
然后点击【配置列级权限】按钮，等待操作完成
5. 选择列「store_id」和「s_city」，点击弹窗【确定】按钮
6. 点击页面【保存】按钮","1. 页面打开
2. 策略基本信息填写完成，无校验错误提示
3. 子表新增一行可编辑的配置行
4. 配置列级权限弹窗正常打开，显示 table_order 表的列选择器
5. 弹窗关闭；子表该行「列权限」列显示已选列「store_id, s_city」
6. 页面提示「保存成功」或跳转回列表页；列表中出现策略名称为「列级测试策略2026」的新记录","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","0","0","6","","不二","2026-04-27","","0000-00-00","1","",""
"184855","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证「是否开启列级权限配置」开关关闭和开启时均不出现行级权限控件","使用 admin 账号登录系统；已进入【数据安全 → 数据权限管理】页面","1. 进入【数据安全 → 数据权限管理】页面，点击【新增权限策略】按钮，等待页面加载完成
2. 在开关处于关闭状态时，观察页面中所有控件
3. 点击开关切换为开启状态，等待子表区域展开
4. 再次点击开关切换回关闭状态","1. 新增权限策略页面打开；「是否开启列级权限配置」开关默认为关闭状态
2. 「列级权限配置」子表区域未展开或被折叠；页面中不存在行级权限任何控件、按钮或文案
3. 子表区域展开；子表中仍不存在「行级权限」列和「配置行级权限」按钮
4. 子表区域收起；页面中不存在行级权限任何控件","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","0","4","","不二","2026-04-27","","0000-00-00","1","",""
"184854","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证列级权限配置子表「行级权限」列和「配置行级权限」按钮均已隐藏","使用 admin 账号登录系统；已进入【数据安全 → 数据权限管理】页面","1. 进入【数据安全 → 数据权限管理】页面，等待列表数据加载完成
2. 点击【新增权限策略】按钮，等待页面打开后，开启「是否开启列级权限配置」开关
3. 观察「列级权限配置」子表的所有列标题
4. 点击子表中的【新增】按钮，新增一条列级权限配置行，观察操作列所有按钮","1. 列表正常展示
2. 「列级权限配置」子表区域展开可见
3. 子表仅显示「数据库」「数据表」「列权限」「操作」四列；页面中不存在「行级权限」列头
4. 操作列中仅显示「配置列级权限」和「删除」操作入口；「配置行级权限」按钮不存在","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","0","4","","不二","2026-04-27","","0000-00-00","1","",""
"184853","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/数据安全管理下线掉行级别权限配置(#10506)","【数据安全】下线行列级别权限配置(#15789)","验证新增/编辑权限策略页全页面无「行级」「行列级」文案残留","使用 admin 账号登录系统；已进入【数据安全 → 数据权限管理】页面，列表可正常加载","1. 点击【新增权限策略】按钮，等待新增权限策略页面完全打开
2. 开启「是否开启列级权限配置」开关，依次检查页面中所有可见文案
3. 返回列表页，找到已存在的权限策略记录，点击【编辑】按钮，等待操作完成","1. 新增权限策略页面正常打开
2. 1) 开关标签显示「是否开启列级权限配置」，不含「行级」或「行列级」；2) 子表表头中不存在「行级权限」列；3) 操作列中不存在「配置行级权限」按钮；4) 页面全局文案中不出现「行级权限」「行列级权限」「配置行级权限」字样
3. 编辑权限策略页面打开；页面中同样不含「行级权限」「行列级权限」「配置行级权限」字样","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","0","3","","不二","2026-04-27","","0000-00-00","1","",""
